File,Similarity
../data/text/6395.txt,0.76872337
../data/text/2403.txt,0.7411107
../data/text/5610.txt,0.7080121
../data/text/5409.txt,0.7372227
../data/text/2660.txt,0.8004086
../data/text/5345.txt,0.70747966
../data/text/647.txt,0.721442
../data/text/4159.txt,0.8037698
../data/text/4507.txt,0.72205156
../data/text/6121.txt,0.7131634
../data/text/1987.txt,0.734892
../data/text/1554.txt,0.7308054
../data/text/3336.txt,0.7430428
../data/text/8123.txt,0.7422627
../data/text/8571.txt,0.77148604
../data/text/5161.txt,0.72090936
../data/text/8502.txt,0.75448114
../data/text/2264.txt,0.74754554
../data/text/4561.txt,0.75361645
../data/text/7105.txt,0.7166567
../data/text/5598.txt,0.7827131
../data/text/7659.txt,0.7254709
../data/text/17.txt,0.7081475
../data/text/9747.txt,0.7684518
../data/text/7183.txt,0.8330277
../data/text/5199.txt,0.70397043
../data/text/1173.txt,0.71790713
../data/text/2267.txt,0.7386944
../data/text/3607.txt,0.7010325
../data/text/9441.txt,0.7099639
../data/text/9894.txt,0.7307099
../data/text/3442.txt,0.71009296
../data/text/7858.txt,0.7263805
../data/text/593.txt,0.70402795
../data/text/4754.txt,0.7857726
../data/text/3836.txt,0.7750737
../data/text/6634.txt,0.7260443
../data/text/7361.txt,0.7839871
../data/text/8149.txt,0.74339116
../data/text/9865.txt,0.7163886
../data/text/1868.txt,0.74075186
../data/text/6655.txt,0.7212807
../data/text/5384.txt,0.7684107
../data/text/1627.txt,0.7467292
../data/text/3671.txt,0.7119892
../data/text/1862.txt,0.7793524
../data/text/8300.txt,0.79295003
../data/text/8767.txt,0.7366888
../data/text/7852.txt,0.7231058
../data/text/3879.txt,0.7397748
../data/text/2847.txt,0.7810915
../data/text/8806.txt,0.76532924
../data/text/7034.txt,0.70397824
../data/text/8148.txt,0.71673405
../data/text/8918.txt,0.73441654
../data/text/2416.txt,0.7768073
../data/text/2096.txt,0.70501363
../data/text/1605.txt,0.7429925
../data/text/8351.txt,0.7869791
../data/text/107.txt,0.7128844
../data/text/8812.txt,0.7097268
../data/text/9459.txt,0.7384567
../data/text/8449.txt,0.7299287
../data/text/1765.txt,0.7448031
../data/text/9010.txt,0.7537278
../data/text/6470.txt,0.78577614
../data/text/6911.txt,0.72320604
../data/text/659.txt,0.75244594
../data/text/849.txt,0.7264295
../data/text/1053.txt,0.76248
../data/text/8857.txt,0.76845896
../data/text/8481.txt,0.70187813
../data/text/3912.txt,0.7464272
../data/text/4351.txt,0.78200257
../data/text/9502.txt,0.76056325
../data/text/9576.txt,0.73903096
../data/text/4380.txt,0.7743814
../data/text/9807.txt,0.734902
../data/text/3684.txt,0.7032682
../data/text/2493.txt,0.7548021
../data/text/7146.txt,0.75782436
../data/text/4051.txt,0.7390553
../data/text/8259.txt,0.75913846
../data/text/8690.txt,0.7228439
../data/text/8353.txt,0.717329
../data/text/9180.txt,0.7559284
../data/text/3889.txt,0.725304
../data/text/9418.txt,0.74040574
../data/text/4657.txt,0.70822674
../data/text/1847.txt,0.72118276
../data/text/3902.txt,0.71311784
../data/text/3046.txt,0.7583741
../data/text/4989.txt,0.801327
../data/text/3381.txt,0.775319
../data/text/8729.txt,0.7484403
../data/text/4832.txt,0.7620847
../data/text/5523.txt,0.77904093
../data/text/9069.txt,0.7168601
../data/text/692.txt,0.7354313
../data/text/1297.txt,0.7512317
../data/text/1950.txt,0.8166181
../data/text/9881.txt,0.7467879
../data/text/7778.txt,0.725374
